scenario,replicate,semester,cumulative_k
Open MOOC,151,2,10.907
Open MOOC,151,3,16.391
Open MOOC,152,1,5.358
Open MOOC,152,2,10.832
Open MOOC,152,3,16.363
Open MOOC,153,1,5.484
Open MOOC,153,2,10.935
Open MOOC,153,3,16.335
Open MOOC,154,1,5.428
Open MOOC,154,2,10.717
Open MOOC,154,3,16.267
Open MOOC,155,1,5.387
Open MOOC,155,2,10.779
Open MOOC,155,3,16.173
Open MOOC,156,1,5.524
Open MOOC,156,2,11.034
Open MOOC,156,3,16.556
Open MOOC,157,1,5.38
Open MOOC,157,2,10.727
Open MOOC,157,3,16.196
Open MOOC,158,1,5.44
Open MOOC,158,2,10.942
Open MOOC,158,3,16.325
Open MOOC,159,1,5.516
Open MOOC,159,2,11.008
Open MOOC,159,3,16.468
Open MOOC,160,1,5.354
Open MOOC,160,2,10.726
Open MOOC,160,3,16.19
Open MOOC,161,1,5.429
Open MOOC,161,2,10.771
Open MOOC,161,3,16.128
Open MOOC,162,1,5.406
Open MOOC,162,2,10.831
Open MOOC,162,3,16.335
Open MOOC,163,1,5.316
Open MOOC,163,2,10.768
Open MOOC,163,3,16.156
Open MOOC,164,1,5.419
Open MOOC,164,2,10.836
Open MOOC,164,3,16.249
Open MOOC,165,1,5.34
Open MOOC,165,2,10.779
Open MOOC,165,3,16.079
Open MOOC,166,1,5.403
Open MOOC,166,2,10.695
Open MOOC,166,3,16.184
Open MOOC,167,1,5.366
Open MOOC,167,2,10.76
Open MOOC,167,3,16.123
Open MOOC,168,1,5.251
Open MOOC,168,2,10.69
Open MOOC,168,3,16.098
Open MOOC,169,1,5.516
Open MOOC,169,2,10.883
Open MOOC,169,3,16.417
Open MOOC,170,1,5.406
Open MOOC,170,2,10.835
Open MOOC,170,3,16.194
Open MOOC,171,1,5.472
Open MOOC,171,2,10.912
Open MOOC,171,3,16.309
Open MOOC,172,1,5.411
Open MOOC,172,2,10.944
Open MOOC,172,3,16.458
Open MOOC,173,1,5.382
Open MOOC,173,2,10.857
Open MOOC,173,3,16.17
Open MOOC,174,1,5.356
Open MOOC,174,2,10.824
Open MOOC,174,3,16.339
Open MOOC,175,1,5.361
Open MOOC,175,2,10.675
Open MOOC,175,3,16.062
Open MOOC,176,1,5.402
Open MOOC,176,2,10.771
Open MOOC,176,3,16.251
Open MOOC,177,1,5.467
Open MOOC,177,2,10.913
Open MOOC,177,3,16.349
Open MOOC,178,1,5.474
Open MOOC,178,2,10.807
Open MOOC,178,3,16.347
Open MOOC,179,1,5.483
Open MOOC,179,2,10.837
Open MOOC,179,3,16.317
Open MOOC,180,1,5.456
Open MOOC,180,2,10.898
Open MOOC,180,3,16.332
Open MOOC,181,1,5.489
Open MOOC,181,2,10.828
Open MOOC,181,3,16.251
Open MOOC,182,1,5.472
Open MOOC,182,2,10.961
Open MOOC,182,3,16.42
Open MOOC,183,1,5.435
Open MOOC,183,2,10.781
Open MOOC,183,3,16.099
Open MOOC,184,1,5.506
Open MOOC,184,2,10.954
Open MOOC,184,3,16.433
Open MOOC,185,1,5.472
Open MOOC,185,2,10.842
Open MOOC,185,3,16.238
Open MOOC,186,1,5.427
Open MOOC,186,2,10.777
Open MOOC,186,3,16.176
Open MOOC,187,1,5.376
Open MOOC,187,2,10.878
Open MOOC,187,3,16.405
Open MOOC,188,1,5.328
Open MOOC,188,2,10.736
Open MOOC,188,3,16.199
Open MOOC,189,1,5.455
Open MOOC,189,2,10.848
Open MOOC,189,3,16.388
Open MOOC,190,1,5.426
Open MOOC,190,2,10.883
Open MOOC,190,3,16.221
Open MOOC,191,1,5.426
Open MOOC,191,2,10.975
Open MOOC,191,3,16.44
Open MOOC,192,1,5.488
Open MOOC,192,2,10.957
Open MOOC,192,3,16.445
Open MOOC,193,1,5.304
Open MOOC,193,2,10.725
Open MOOC,193,3,16.14
Open MOOC,194,1,5.368
Open MOOC,194,2,10.9
Open MOOC,194,3,16.306
Open MOOC,195,1,5.644
Open MOOC,195,2,11.038
Open MOOC,195,3,16.34
Open MOOC,196,1,5.456
Open MOOC,196,2,11.011
Open MOOC,196,3,16.449
Open MOOC,197,1,5.333
Open MOOC,197,2,10.771
Open MOOC,197,3,16.149
Open MOOC,198,1,5.347
Open MOOC,198,2,10.676
Open MOOC,198,3,16.132
Open MOOC,199,1,5.407
Open MOOC,199,2,10.879
Open MOOC,199,3,16.39
Open MOOC,200,1,5.411
Open MOOC,200,2,10.866
Open MOOC,200,3,16.273
Open MOOC,201,1,5.396
Open MOOC,201,2,10.873
Open MOOC,201,3,16.257
Open MOOC,202,1,5.458
Open MOOC,202,2,10.979
Open MOOC,202,3,16.409
Open MOOC,203,1,5.363
Open MOOC,203,2,10.849
Open MOOC,203,3,16.338
Open MOOC,204,1,5.555
Open MOOC,204,2,10.957
Open MOOC,204,3,16.46
Open MOOC,205,1,5.38
Open MOOC,205,2,10.787
Open MOOC,205,3,16.246
Open MOOC,206,1,5.439
Open MOOC,206,2,10.966
Open MOOC,206,3,16.348
Open MOOC,207,1,5.322
Open MOOC,207,2,10.684
Open MOOC,207,3,16.051
Open MOOC,208,1,5.516
Open MOOC,208,2,10.967
Open MOOC,208,3,16.329
Open MOOC,209,1,5.533
Open MOOC,209,2,10.968
Open MOOC,209,3,16.353
Open MOOC,210,1,5.533
Open MOOC,210,2,10.94
Open MOOC,210,3,16.23
Open MOOC,211,1,5.432
Open MOOC,211,2,10.885
Open MOOC,211,3,16.37
Open MOOC,212,1,5.253
Open MOOC,212,2,10.693
Open MOOC,212,3,16.221
Open MOOC,213,1,5.252
Open MOOC,213,2,10.614
Open MOOC,213,3,16.04
Open MOOC,214,1,5.412
Open MOOC,214,2,10.939
Open MOOC,214,3,16.467
Open MOOC,215,1,5.349
Open MOOC,215,2,10.798
Open MOOC,215,3,16.313
Open MOOC,216,1,5.454
Open MOOC,216,2,10.881
Open MOOC,216,3,16.233
Open MOOC,217,1,5.509
Open MOOC,217,2,10.897
Open MOOC,217,3,16.336
Open MOOC,218,1,5.418
Open MOOC,218,2,10.867
Open MOOC,218,3,16.328
Open MOOC,219,1,5.412
Open MOOC,219,2,10.854
Open MOOC,219,3,16.366
Open MOOC,220,1,5.382
Open MOOC,220,2,10.741
Open MOOC,220,3,16.231
Open MOOC,221,1,5.371
Open MOOC,221,2,10.828
Open MOOC,221,3,16.197
Open MOOC,222,1,5.475
Open MOOC,222,2,10.891
Open MOOC,222,3,16.318
Open MOOC,223,1,5.401
Open MOOC,223,2,10.898
Open MOOC,223,3,16.406
Open MOOC,224,1,5.417
Open MOOC,224,2,10.981
Open MOOC,224,3,16.299
Open MOOC,225,1,5.333
Open MOOC,225,2,10.819
Open MOOC,225,3,16.175
Open MOOC,226,1,5.286
Open MOOC,226,2,10.565
Open MOOC,226,3,16.053
Open MOOC,227,1,5.303
Open MOOC,227,2,10.676
Open MOOC,227,3,16.057
Open MOOC,228,1,5.36
Open MOOC,228,2,10.748
Open MOOC,228,3,16.184
Open MOOC,229,1,5.346
Open MOOC,229,2,10.741
Open MOOC,229,3,16.277
Open MOOC,230,1,5.428
Open MOOC,230,2,10.759
Open MOOC,230,3,16.263
Open MOOC,231,1,5.507
Open MOOC,231,2,10.951
Open MOOC,231,3,16.305
Open MOOC,232,1,5.348
Open MOOC,232,2,10.676
Open MOOC,232,3,16.034
Open MOOC,233,1,5.39
Open MOOC,233,2,10.904
Open MOOC,233,3,16.42
Open MOOC,234,1,5.411
Open MOOC,234,2,10.939
Open MOOC,234,3,16.304
Open MOOC,235,1,5.468
Open MOOC,235,2,10.865
Open MOOC,235,3,16.272
Open MOOC,236,1,5.411
Open MOOC,236,2,10.968
Open MOOC,236,3,16.326
Open MOOC,237,1,5.426
Open MOOC,237,2,10.982
Open MOOC,237,3,16.511
Open MOOC,238,1,5.37
Open MOOC,238,2,10.931
Open MOOC,238,3,16.345
Open MOOC,239,1,5.411
Open MOOC,239,2,10.911
Open MOOC,239,3,16.283
Open MOOC,240,1,5.431
Open MOOC,240,2,10.775
Open MOOC,240,3,16.191
Open MOOC,241,1,5.375
Open MOOC,241,2,10.769
Open MOOC,241,3,16.282
Open MOOC,242,1,5.422
Open MOOC,242,2,10.967
Open MOOC,242,3,16.308
Open MOOC,243,1,5.405
Open MOOC,243,2,10.825
Open MOOC,243,3,16.134
Open MOOC,244,1,5.46
Open MOOC,244,2,10.814
Open MOOC,244,3,16.182
Open MOOC,245,1,5.361
Open MOOC,245,2,10.76
Open MOOC,245,3,16.086
Open MOOC,246,1,5.444
Open MOOC,246,2,10.819
Open MOOC,246,3,16.285
Open MOOC,247,1,5.341
Open MOOC,247,2,10.773
Open MOOC,247,3,16.232
Open MOOC,248,1,5.414
Open MOOC,248,2,10.924
Open MOOC,248,3,16.356
Open MOOC,249,1,5.429
Open MOOC,249,2,10.855
Open MOOC,249,3,16.185
Open MOOC,250,1,5.393
Open MOOC,250,2,10.795
Open MOOC,250,3,16.122
Open MOOC,251,1,5.352
Open MOOC,251,2,10.739
Open MOOC,251,3,16.15
Open MOOC,252,1,5.479
Open MOOC,252,2,10.899
Open MOOC,252,3,16.346
Open MOOC,253,1,5.515
Open MOOC,253,2,10.955
Open MOOC,253,3,16.27
Open MOOC,254,1,5.46
Open MOOC,254,2,10.883
Open MOOC,254,3,16.309
Open MOOC,255,1,5.411
Open MOOC,255,2,10.963
Open MOOC,255,3,16.418
Open MOOC,256,1,5.4
Open MOOC,256,2,10.998
Open MOOC,256,3,16.424
Open MOOC,257,1,5.423
Open MOOC,257,2,10.727
Open MOOC,257,3,16.14
Open MOOC,258,1,5.486
Open MOOC,258,2,10.962
Open MOOC,258,3,16.323
Open MOOC,259,1,5.468
Open MOOC,259,2,10.96
Open MOOC,259,3,16.359
Open MOOC,260,1,5.411
Open MOOC,260,2,10.854
Open MOOC,260,3,16.381
Open MOOC,261,1,5.451
Open MOOC,261,2,10.938
Open MOOC,261,3,16.285
Open MOOC,262,1,5.469
Open MOOC,262,2,10.928
Open MOOC,262,3,16.443
Open MOOC,263,1,5.358
Open MOOC,263,2,10.822
Open MOOC,263,3,16.332
Open MOOC,264,1,5.447
Open MOOC,264,2,10.858
Open MOOC,264,3,16.395
Open MOOC,265,1,5.334
Open MOOC,265,2,10.626
Open MOOC,265,3,16.082
Open MOOC,266,1,5.347
Open MOOC,266,2,10.697
Open MOOC,266,3,16.265
Open MOOC,267,1,5.448
Open MOOC,267,2,10.986
Open MOOC,267,3,16.441
Open MOOC,268,1,5.345
Open MOOC,268,2,10.812
Open MOOC,268,3,16.336
Open MOOC,269,1,5.453
Open MOOC,269,2,10.895
Open MOOC,269,3,16.373
Open MOOC,270,1,5.447
Open MOOC,270,2,10.859
Open MOOC,270,3,16.292
Open MOOC,271,1,5.26
Open MOOC,271,2,10.645
Open MOOC,271,3,16.029
Open MOOC,272,1,5.476
Open MOOC,272,2,10.975
Open MOOC,272,3,16.26
Open MOOC,273,1,5.457
Open MOOC,273,2,10.969
Open MOOC,273,3,16.338
Open MOOC,274,1,5.371
Open MOOC,274,2,10.876
Open MOOC,274,3,16.261
Open MOOC,275,1,5.588
Open MOOC,275,2,11.155
Open MOOC,275,3,16.542
Open MOOC,276,1,5.364
Open MOOC,276,2,10.778
Open MOOC,276,3,16.325
Open MOOC,277,1,5.411
Open MOOC,277,2,10.865
Open MOOC,277,3,16.252
Open MOOC,278,1,5.482
Open MOOC,278,2,10.897
Open MOOC,278,3,16.377
Open MOOC,279,1,5.399
Open MOOC,279,2,10.958
Open MOOC,279,3,16.365
Open MOOC,280,1,5.486
Open MOOC,280,2,10.753
Open MOOC,280,3,16.129
Open MOOC,281,1,5.594
Open MOOC,281,2,11.009
Open MOOC,281,3,16.485
Open MOOC,282,1,5.576
Open MOOC,282,2,10.969
Open MOOC,282,3,16.386
Open MOOC,283,1,5.437
Open MOOC,283,2,10.838
Open MOOC,283,3,16.218
Open MOOC,284,1,5.438
Open MOOC,284,2,11.039
Open MOOC,284,3,16.497
Open MOOC,285,1,5.602
Open MOOC,285,2,11.064
Open MOOC,285,3,16.596
Open MOOC,286,1,5.384
Open MOOC,286,2,10.741
Open MOOC,286,3,16.117
Open MOOC,287,1,5.395
Open MOOC,287,2,10.915
Open MOOC,287,3,16.452
Open MOOC,288,1,5.422
Open MOOC,288,2,10.845
Open MOOC,288,3,16.281
Open MOOC,289,1,5.392
Open MOOC,289,2,10.777
Open MOOC,289,3,16.158
Open MOOC,290,1,5.401
Open MOOC,290,2,10.756
Open MOOC,290,3,16.22
Open MOOC,291,1,5.518
Open MOOC,291,2,10.946
Open MOOC,291,3,16.359
Open MOOC,292,1,5.401
Open MOOC,292,2,10.787
Open MOOC,292,3,16.309
Open MOOC,293,1,5.241
Open MOOC,293,2,10.712
Open MOOC,293,3,16.064
Open MOOC,294,1,5.391
Open MOOC,294,2,10.828
Open MOOC,294,3,16.327
Open MOOC,295,1,5.45
Open MOOC,295,2,10.892
Open MOOC,295,3,16.256
Open MOOC,296,1,5.327
Open MOOC,296,2,10.762
Open MOOC,296,3,16.165
Open MOOC,297,1,5.449
Open MOOC,297,2,10.91
Open MOOC,297,3,16.335
Open MOOC,298,1,5.442
Open MOOC,298,2,10.913
Open MOOC,298,3,16.268
Open MOOC,299,1,5.416
Open MOOC,299,2,10.808
Open MOOC,299,3,16.296
Open MOOC,300,1,5.51
Open MOOC,300,2,10.985
Open MOOC,300,3,16.453
Open MOOC,301,1,5.523
Open MOOC,301,2,10.957
Open MOOC,301,3,16.389
Open MOOC,302,1,5.39
Open MOOC,302,2,10.76
Open MOOC,302,3,16.205
Open MOOC,303,1,5.235
Open MOOC,303,2,10.729
Open MOOC,303,3,16.304
Open MOOC,304,1,5.39
Open MOOC,304,2,10.876
Open MOOC,304,3,16.358
Open MOOC,305,1,5.513
Open MOOC,305,2,11.038
Open MOOC,305,3,16.514
Open MOOC,306,1,5.519
Open MOOC,306,2,11.07
Open MOOC,306,3,16.604
Open MOOC,307,1,5.293
Open MOOC,307,2,10.659
Open MOOC,307,3,16.082
Open MOOC,308,1,5.409
Open MOOC,308,2,10.891
Open MOOC,308,3,16.256
Open MOOC,309,1,5.421
Open MOOC,309,2,10.874
Open MOOC,309,3,16.269
Open MOOC,310,1,5.397
Open MOOC,310,2,10.758
Open MOOC,310,3,16.062
Open MOOC,311,1,5.405
Open MOOC,311,2,10.852
Open MOOC,311,3,16.332
Open MOOC,312,1,5.502
Open MOOC,312,2,11.066
Open MOOC,312,3,16.518
Open MOOC,313,1,5.497
Open MOOC,313,2,10.851
Open MOOC,313,3,16.229
Open MOOC,314,1,5.476
Open MOOC,314,2,11.075
Open MOOC,314,3,16.501
Open MOOC,315,1,5.48
Open MOOC,315,2,11.059
Open MOOC,315,3,16.442
Open MOOC,316,1,5.393
Open MOOC,316,2,10.862
Open MOOC,316,3,16.289
Open MOOC,317,1,5.342
Open MOOC,317,2,10.955
Open MOOC,317,3,16.39
Open MOOC,318,1,5.492
Open MOOC,318,2,10.992
Open MOOC,318,3,16.576
Open MOOC,319,1,5.275
Open MOOC,319,2,10.699
Open MOOC,319,3,16.222
Open MOOC,320,1,5.361
Open MOOC,320,2,10.82
Open MOOC,320,3,16.231
Open MOOC,321,1,5.332
Open MOOC,321,2,10.697
Open MOOC,321,3,16.195
Open MOOC,322,1,5.352
Open MOOC,322,2,10.663
Open MOOC,322,3,16.134
Open MOOC,323,1,5.458
Open MOOC,323,2,10.839
Open MOOC,323,3,16.278
Open MOOC,324,1,5.456
Open MOOC,324,2,10.863
Open MOOC,324,3,16.219
Open MOOC,325,1,5.285
Open MOOC,325,2,10.781
Open MOOC,325,3,16.215
Open MOOC,326,1,5.33
Open MOOC,326,2,10.668
Open MOOC,326,3,16.084
Open MOOC,327,1,5.457
Open MOOC,327,2,10.857
Open MOOC,327,3,16.37
Open MOOC,328,1,5.398
Open MOOC,328,2,10.944
Open MOOC,328,3,16.364
Open MOOC,329,1,5.562
Open MOOC,329,2,10.937
Open MOOC,329,3,16.205
Open MOOC,330,1,5.415
Open MOOC,330,2,10.945
Open MOOC,330,3,16.412
Open MOOC,331,1,5.472
Open MOOC,331,2,10.956
Open MOOC,331,3,16.452
Open MOOC,332,1,5.364
Open MOOC,332,2,10.725
Open MOOC,332,3,16.185
Open MOOC,333,1,5.424
Open MOOC,333,2,10.96
Open MOOC,333,3,16.311
Open MOOC,334,1,5.434
Open MOOC,334,2,10.885
Open MOOC,334,3,16.352
Open MOOC,335,1,5.411
Open MOOC,335,2,10.835
Open MOOC,335,3,16.247
Open MOOC,336,1,5.319
Open MOOC,336,2,10.613
Open MOOC,336,3,15.988
Open MOOC,337,1,5.363
Open MOOC,337,2,10.726
Open MOOC,337,3,16.133
Open MOOC,338,1,5.404
Open MOOC,338,2,10.837
Open MOOC,338,3,16.299
Open MOOC,339,1,5.39
Open MOOC,339,2,10.92
Open MOOC,339,3,16.32
Open MOOC,340,1,5.43
Open MOOC,340,2,10.8
Open MOOC,340,3,16.136
Open MOOC,341,1,5.416
Open MOOC,341,2,10.856
Open MOOC,341,3,16.268
Open MOOC,342,1,5.427
Open MOOC,342,2,10.792
Open MOOC,342,3,16.141
Open MOOC,343,1,5.492
Open MOOC,343,2,10.96
Open MOOC,343,3,16.468
Open MOOC,344,1,5.426
Open MOOC,344,2,10.682
Open MOOC,344,3,16.153
Open MOOC,345,1,5.407
Open MOOC,345,2,10.809
Open MOOC,345,3,16.393
Open MOOC,346,1,5.375
Open MOOC,346,2,10.784
Open MOOC,346,3,16.134
Open MOOC,347,1,5.464
Open MOOC,347,2,10.878
Open MOOC,347,3,16.26
Open MOOC,348,1,5.371
Open MOOC,348,2,10.776
Open MOOC,348,3,16.227
Open MOOC,349,1,5.422
Open MOOC,349,2,10.901
Open MOOC,349,3,16.225
Open MOOC,350,1,5.526
Open MOOC,350,2,11.018
Open MOOC,350,3,16.367
Open MOOC,351,1,5.408
Open MOOC,351,2,10.864
Open MOOC,351,3,16.307
Open MOOC,352,1,5.446
Open MOOC,352,2,10.87
Open MOOC,352,3,16.321
Open MOOC,353,1,5.5
Open MOOC,353,2,11.002
Open MOOC,353,3,16.457
Open MOOC,354,1,5.376
Open MOOC,354,2,10.702
Open MOOC,354,3,16.048
Open MOOC,355,1,5.358
Open MOOC,355,2,10.821
Open MOOC,355,3,16.163
Open MOOC,356,1,5.586
Open MOOC,356,2,11.211
Open MOOC,356,3,16.676
Open MOOC,357,1,5.366
Open MOOC,357,2,10.766
Open MOOC,357,3,16.041
Open MOOC,358,1,5.548
Open MOOC,358,2,10.905
Open MOOC,358,3,16.272
Open MOOC,359,1,5.428
Open MOOC,359,2,10.828
Open MOOC,359,3,16.359
Open MOOC,360,1,5.375
Open MOOC,360,2,10.5
Open MOOC,360,3,15.985
Open MOOC,361,1,5.516
Open MOOC,361,2,11.025
Open MOOC,361,3,16.58
Open MOOC,362,1,5.308
Open MOOC,362,2,10.676
Open MOOC,362,3,16.069
Open MOOC,363,1,5.463
Open MOOC,363,2,11.008
Open MOOC,363,3,16.284
Open MOOC,364,1,5.444
Open MOOC,364,2,10.879
Open MOOC,364,3,16.387
Open MOOC,365,1,5.435
Open MOOC,365,2,10.906
Open MOOC,365,3,16.292
Open MOOC,366,1,5.432
Open MOOC,366,2,10.999
Open MOOC,366,3,16.44
Open MOOC,367,1,5.331
Open MOOC,367,2,10.65
Open MOOC,367,3,16.08
Open MOOC,368,1,5.392
Open MOOC,368,2,10.732
Open MOOC,368,3,16.288
Open MOOC,369,1,5.39
Open MOOC,369,2,10.787
Open MOOC,369,3,16.258
Open MOOC,370,1,5.468
Open MOOC,370,2,10.904
Open MOOC,370,3,16.181
Open MOOC,371,1,5.435
Open MOOC,371,2,10.842
Open MOOC,371,3,16.244
Open MOOC,372,1,5.485
Open MOOC,372,2,10.918
Open MOOC,372,3,16.231
Open MOOC,373,1,5.501
Open MOOC,373,2,10.978
Open MOOC,373,3,16.433
Open MOOC,374,1,5.362
Open MOOC,374,2,10.849
Open MOOC,374,3,16.279
Open MOOC,375,1,5.414
Open MOOC,375,2,10.832
Open MOOC,375,3,16.146
Open MOOC,376,1,5.391
Open MOOC,376,2,10.697
Open MOOC,376,3,16.148
Open MOOC,377,1,5.447
Open MOOC,377,2,10.886
Open MOOC,377,3,16.32
Open MOOC,378,1,5.404
Open MOOC,378,2,10.835
Open MOOC,378,3,16.26
Open MOOC,379,1,5.421
Open MOOC,379,2,10.81
Open MOOC,379,3,16.329
Open MOOC,380,1,5.396
Open MOOC,380,2,10.761
Open MOOC,380,3,16.205
Open MOOC,381,1,5.441
Open MOOC,381,2,11.005
Open MOOC,381,3,16.449
Open MOOC,382,1,5.363
Open MOOC,382,2,10.885
Open MOOC,382,3,16.43
Open MOOC,383,1,5.438
Open MOOC,383,2,10.99
Open MOOC,383,3,16.396
Open MOOC,384,1,5.398
Open MOOC,384,2,10.686
Open MOOC,384,3,16.216
Open MOOC,385,1,5.29
Open MOOC,385,2,10.734
Open MOOC,385,3,16.149
Open MOOC,386,1,5.437
Open MOOC,386,2,10.937
Open MOOC,386,3,16.328
Open MOOC,387,1,5.476
Open MOOC,387,2,10.827
Open MOOC,387,3,16.186
Open MOOC,388,1,5.38
Open MOOC,388,2,10.786
Open MOOC,388,3,16.099
Open MOOC,389,1,5.399
Open MOOC,389,2,10.752
Open MOOC,389,3,16.214
Open MOOC,390,1,5.323
Open MOOC,390,2,10.758
Open MOOC,390,3,16.186
Open MOOC,391,1,5.502
Open MOOC,391,2,10.942
Open MOOC,391,3,16.428
Open MOOC,392,1,5.535
Open MOOC,392,2,10.982
Open MOOC,392,3,16.346
Open MOOC,393,1,5.346
Open MOOC,393,2,10.764
Open MOOC,393,3,16.157
Open MOOC,394,1,5.457
Open MOOC,394,2,11.024
Open MOOC,394,3,16.377
Open MOOC,395,1,5.471
Open MOOC,395,2,10.874
Open MOOC,395,3,16.247
Open MOOC,396,1,5.338
Open MOOC,396,2,10.741
Open MOOC,396,3,16.13
Open MOOC,397,1,5.208
Open MOOC,397,2,10.689
Open MOOC,397,3,16.065
Open MOOC,398,1,5.376
Open MOOC,398,2,10.713
Open MOOC,398,3,16.029
Open MOOC,399,1,5.338
Open MOOC,399,2,11.004
Open MOOC,399,3,16.374
Open MOOC,400,1,5.52
Open MOOC,400,2,10.947
Open MOOC,400,3,16.343
Open MOOC,401,1,5.386
Open MOOC,401,2,10.771
Open MOOC,401,3,16.259
Open MOOC,402,1,5.443
Open MOOC,402,2,10.748
Open MOOC,402,3,16.315
Open MOOC,403,1,5.357
Open MOOC,403,2,10.822
Open MOOC,403,3,16.332
Open MOOC,404,1,5.367
Open MOOC,404,2,10.872
Open MOOC,404,3,16.154
Open MOOC,405,1,5.526
Open MOOC,405,2,11.11
Open MOOC,405,3,16.518
Open MOOC,406,1,5.465
Open MOOC,406,2,10.97
Open MOOC,406,3,16.373
Open MOOC,407,1,5.525
Open MOOC,407,2,10.972
Open MOOC,407,3,16.364
Open MOOC,408,1,5.473
Open MOOC,408,2,10.862
Open MOOC,408,3,16.384
Open MOOC,409,1,5.416
Open MOOC,409,2,10.848
Open MOOC,409,3,16.324
Open MOOC,410,1,5.407
Open MOOC,410,2,10.815
Open MOOC,410,3,16.247
Open MOOC,411,1,5.378
Open MOOC,411,2,10.66
Open MOOC,411,3,16.013
Open MOOC,412,1,5.517
Open MOOC,412,2,10.978
Open MOOC,412,3,16.357
Open MOOC,413,1,5.456
Open MOOC,413,2,10.859
Open MOOC,413,3,16.359
Open MOOC,414,1,5.448
Open MOOC,414,2,10.86
Open MOOC,414,3,16.402
Open MOOC,415,1,5.429
Open MOOC,415,2,10.716
Open MOOC,415,3,16.178
Open MOOC,416,1,5.309
Open MOOC,416,2,10.847
Open MOOC,416,3,16.237
Open MOOC,417,1,5.531
Open MOOC,417,2,10.946
Open MOOC,417,3,16.405
Open MOOC,418,1,5.303
Open MOOC,418,2,10.708
Open MOOC,418,3,15.965
Open MOOC,419,1,5.394
Open MOOC,419,2,11.001
Open MOOC,419,3,16.46
Open MOOC,420,1,5.393
Open MOOC,420,2,10.954
Open MOOC,420,3,16.256
Open MOOC,421,1,5.47
Open MOOC,421,2,10.949
Open MOOC,421,3,16.418
Open MOOC,422,1,5.513
Open MOOC,422,2,10.973
Open MOOC,422,3,16.351
Open MOOC,423,1,5.438
Open MOOC,423,2,10.928
Open MOOC,423,3,16.168
Open MOOC,424,1,5.414
Open MOOC,424,2,10.69
Open MOOC,424,3,16.154
Open MOOC,425,1,5.542
Open MOOC,425,2,10.983
Open MOOC,425,3,16.445
Open MOOC,426,1,5.491
Open MOOC,426,2,10.938
Open MOOC,426,3,16.331
Open MOOC,427,1,5.435
Open MOOC,427,2,10.789
Open MOOC,427,3,16.381
Open MOOC,428,1,5.503
Open MOOC,428,2,10.945
Open MOOC,428,3,16.359
Open MOOC,429,1,5.577
Open MOOC,429,2,11.01
Open MOOC,429,3,16.392
Open MOOC,430,1,5.234
Open MOOC,430,2,10.752
Open MOOC,430,3,16.302
Open MOOC,431,1,5.435
Open MOOC,431,2,10.858
Open MOOC,431,3,16.293
Open MOOC,432,1,5.409
Open MOOC,432,2,10.718
Open MOOC,432,3,16.119
Open MOOC,433,1,5.531
Open MOOC,433,2,10.829
Open MOOC,433,3,16.296
Open MOOC,434,1,5.473
Open MOOC,434,2,10.874
Open MOOC,434,3,16.114
Open MOOC,435,1,5.334
Open MOOC,435,2,10.694
Open MOOC,435,3,16.155
Open MOOC,436,1,5.465
Open MOOC,436,2,10.925
Open MOOC,436,3,16.346
Open MOOC,437,1,5.303
Open MOOC,437,2,10.64
Open MOOC,437,3,16.083
Open MOOC,438,1,5.349
Open MOOC,438,2,10.833
Open MOOC,438,3,16.083
Open MOOC,439,1,5.479
Open MOOC,439,2,10.954
Open MOOC,439,3,16.438
Open MOOC,440,1,5.337
Open MOOC,440,2,10.686
Open MOOC,440,3,16.15
Open MOOC,441,1,5.37
Open MOOC,441,2,10.815
Open MOOC,441,3,16.172
Open MOOC,442,1,5.392
Open MOOC,442,2,10.846
Open MOOC,442,3,16.265
Open MOOC,443,1,5.508
Open MOOC,443,2,10.865
Open MOOC,443,3,16.401
Open MOOC,444,1,5.347
Open MOOC,444,2,10.85
Open MOOC,444,3,16.408
Open MOOC,445,1,5.51
Open MOOC,445,2,11.097
Open MOOC,445,3,16.542
Open MOOC,446,1,5.534
Open MOOC,446,2,10.88
Open MOOC,446,3,16.245
Open MOOC,447,1,5.362
Open MOOC,447,2,10.772
Open MOOC,447,3,16.234
Open MOOC,448,1,5.386
Open MOOC,448,2,10.917
Open MOOC,448,3,16.362
Open MOOC,449,1,5.4
Open MOOC,449,2,10.79
Open MOOC,449,3,16.199
Open MOOC,450,1,5.337
Open MOOC,450,2,10.689
Open MOOC,450,3,16.092
Open MOOC,451,1,5.389
Open MOOC,451,2,10.73
Open MOOC,451,3,16.189
Open MOOC,452,1,5.363
Open MOOC,452,2,10.728
Open MOOC,452,3,16.184
Open MOOC,453,1,5.506
Open MOOC,453,2,10.865
Open MOOC,453,3,16.332
Open MOOC,454,1,5.362
Open MOOC,454,2,10.757
Open MOOC,454,3,16.168
Open MOOC,455,1,5.426
Open MOOC,455,2,10.843
Open MOOC,455,3,16.189
Open MOOC,456,1,5.548
Open MOOC,456,2,11.008
Open MOOC,456,3,16.38
Open MOOC,457,1,5.417
Open MOOC,457,2,10.926
Open MOOC,457,3,16.189
Open MOOC,458,1,5.388
Open MOOC,458,2,10.824
Open MOOC,458,3,16.16
Open MOOC,459,1,5.535
Open MOOC,459,2,10.931
Open MOOC,459,3,16.392
Open MOOC,460,1,5.419
Open MOOC,460,2,10.858
Open MOOC,460,3,16.248
Open MOOC,461,1,5.399
Open MOOC,461,2,10.812
Open MOOC,461,3,16.199
